"Novads","Statuss","DzNor","DzDekl","DzReg","NavSpeka","Kopa"
"JAUNPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"JAUNPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"JAUNPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"JAUNPILS NOVADS","PĀRĒJIE",0,12,0,0,12
"JELGAVAS NOVADS","LATVIJAS PILSONIS",2,20466,1,328,20797
"JELGAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"JELGAVAS NOVADS","LATVIJAS NEPILSONIS",0,2731,2,87,2820
"JELGAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"JELGAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"JELGAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"JELGAVAS NOVADS","PĀRĒJIE",0,310,0,10,320
"JĒKABPILS NOVADS","LATVIJAS PILSONIS",0,4563,3,35,4601
"JĒKABPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"JĒKABPILS NOVADS","LATVIJAS NEPILSONIS",0,121,0,4,125
"JĒKABPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"JĒKABPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"JĒKABPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"JĒKABPILS NOVADS","PĀRĒJIE",0,17,0,1,18
"KANDAVAS NOVADS","LATVIJAS PILSONIS",2,8122,3,97,8224
"KANDAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS NEPILSONIS",0,192,0,3,195
"KANDAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KANDAVAS NOVADS","PĀRĒJIE",0,52,0,2,54
"KĀRSAVAS NOVADS","LATVIJAS PILSONIS",2,5475,0,34,5511
"KĀRSAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KĀRSAVAS NOVADS","LATVIJAS NEPILSONIS",0,221,0,7,228
"KĀRSAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KĀRSAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KĀRSAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KĀRSAVAS NOVADS","PĀRĒJIE",0,55,0,0,55
"KOCĒNU NOVADS","LATVIJAS PILSONIS",0,5896,6,55,5957
"KOCĒNU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KOCĒNU NOVADS","LATVIJAS NEPILSONIS",0,317,0,10,327
"KOCĒNU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KOCĒNU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KOCĒNU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KOCĒNU NOVADS","PĀRĒJIE",0,21,0,1,22
"KOKNESES NOVADS","LATVIJAS PILSONIS",1,5148,0,59,5208
"KOKNESES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KOKNESES NOVADS","LATVIJAS NEPILSONIS",0,153,0,19,172
"KOKNESES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KOKNESES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KOKNESES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KOKNESES NOVADS","PĀRĒJIE",0,26,0,1,27
"KRĀSLAVAS NOVADS","LATVIJAS PILSONIS",4,13649,9,195,13857
"KRĀSLAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KRĀSLAVAS NOVADS","LATVIJAS NEPILSONIS",0,1898,0,64,1962
"KRĀSLAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KRĀSLAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KRĀSLAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KRĀSLAVAS NOVADS","PĀRĒJIE",0,555,0,10,565
"KRIMULDAS NOVADS","LATVIJAS PILSONIS",1,5027,1,20,5049
"KRIMULDAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KRIMULDAS NOVADS","LATVIJAS NEPILSONIS",0,112,0,2,114
"KRIMULDAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KRIMULDAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KRIMULDAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KRIMULDAS NOVADS","PĀRĒJIE",1,29,0,0,30
"KRUSTPILS NOVADS","LATVIJAS PILSONIS",0,5585,0,40,5625
"KRUSTPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KRUSTPILS NOVADS","LATVIJAS NEPILSONIS",0,371,0,7,378
"KRUSTPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KRUSTPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"KRUSTPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KRUSTPILS NOVADS","PĀRĒJIE",0,47,0,0,47
"KULDĪGAS NOVADS","LATVIJAS PILSONIS",0,23204,1,425,23630
"KULDĪGAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"KULDĪGAS NOVADS","LATVIJAS NEPILSONIS",0,446,0,22,468
"KULDĪGAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"KULDĪGAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KULDĪGAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"KULDĪGAS NOVADS","PĀRĒJIE",0,97,0,4,101
"ĶEGUMA NOVADS","LATVIJAS PILSONIS",1,5325,3,70,5399
"ĶEGUMA NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"ĶEGUMA NOVADS","LATVIJAS NEPILSONIS",0,291,0,9,300
"ĶEGUMA NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"ĶEGUMA NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"ĶEGUMA NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"ĶEGUMA NOVADS","PĀRĒJIE",0,74,0,1,75
"ĶEKAVAS NOVADS","LATVIJAS PILSONIS",3,21319,3,172,21497
"ĶEKAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"ĶEKAVAS NOVADS","LATVIJAS NEPILSONIS",1,1538,0,66,1605
"ĶEKAVAS NOVADS","LATVIJAS BĒGLIS",0,5,0,0,5
"ĶEKAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"ĶEKAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"ĶEKAVAS NOVADS","PĀRĒJIE",4,589,0,14,607
"LIELVĀRDES NOVADS","LATVIJAS PILSONIS",1,9641,2,152,9796
"LIELVĀRDES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LIELVĀRDES NOVADS","LATVIJAS NEPILSONIS",0,432,0,35,467
"LIELVĀRDES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LIELVĀRDES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"LIELVĀRDES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"LIELVĀRDES NOVADS","PĀRĒJIE",0,146,0,7,153
"LIMBAŽU NOVADS","LATVIJAS PILSONIS",2,16682,2,109,16795
"LIMBAŽU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LIMBAŽU NOVADS","LATVIJAS NEPILSONIS",0,506,0,18,524
"LIMBAŽU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LIMBAŽU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"LIMBAŽU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"LIMBAŽU NOVADS","PĀRĒJIE",1,145,0,2,148
"LĪGATNES NOVADS","LATVIJAS PILSONIS",0,3300,0,42,3342
"LĪGATNES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LĪGATNES NOVADS","LATVIJAS NEPILSONIS",0,116,0,3,119
"LĪGATNES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LĪGATNES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LĪGATNES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"LĪGATNES NOVADS","PĀRĒJIE",0,45,0,1,46
"LĪVĀNU NOVADS","LATVIJAS PILSONIS",2,11229,1,137,11369
"LĪVĀNU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LĪVĀNU NOVADS","LATVIJAS NEPILSONIS",0,554,0,25,579
"LĪVĀNU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LĪVĀNU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LĪVĀNU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,1,1
"LĪVĀNU NOVADS","PĀRĒJIE",0,236,0,8,244
"LUBĀNAS NOVADS","LATVIJAS PILSONIS",0,2394,0,6,2400
"LUBĀNAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LUBĀNAS NOVADS","LATVIJAS NEPILSONIS",0,23,0,0,23
"LUBĀNAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LUBĀNAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LUBĀNAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"LUBĀNAS NOVADS","PĀRĒJIE",0,6,0,0,6
"LUDZAS NOVADS","LATVIJAS PILSONIS",2,12150,1,138,12291
"LUDZAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS NEPILSONIS",0,785,0,27,812
"LUDZAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"LUDZAS NOVADS","PĀRĒJIE",0,227,0,5,232
"MADONAS NOVADS","LATVIJAS PILSONIS",1,23240,4,246,23491
"MADONAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS NEPILSONIS",0,767,1,42,810
"MADONAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"MADONAS NOVADS","PĀRĒJIE",0,148,1,2,151
"MAZSALACAS NOVADS","LATVIJAS PILSONIS",0,3116,7,27,3150
"MAZSALACAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS NEPILSONIS",0,107,0,2,109
"MAZSALACAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"MAZSALACAS NOVADS","PĀRĒJIE",0,8,0,0,8
"MĀLPILS NOVADS","LATVIJAS PILSONIS",0,3358,0,22,3380
"MĀLPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"MĀLPILS NOVADS","LATVIJAS NEPILSONIS",0,196,0,3,199
"MĀLPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"MĀLPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MĀLPILS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"MĀLPILS NOVADS","PĀRĒJIE",0,23,0,0,23
"MĀRUPES NOVADS","LATVIJAS PILSONIS",4,17920,2,142,18068
"MĀRUPES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"MĀRUPES NOVADS","LATVIJAS NEPILSONIS",0,1126,0,39,1165
"MĀRUPES NOVADS","LATVIJAS BĒGLIS",0,1,0,0,1
"MĀRUPES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"MĀRUPES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"MĀRUPES NOVADS","PĀRĒJIE",10,1954,1,29,1994
"MĒRSRAGA NOVADS","LATVIJAS PILSONIS",1,1565,0,12,1578
"MĒRSRAGA NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"MĒRSRAGA NOVADS","LATVIJAS NEPILSONIS",0,31,0,3,34
"MĒRSRAGA NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"MĒRSRAGA NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MĒRSRAGA NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"MĒRSRAGA NOVADS","PĀRĒJIE",0,9,0,1,10
"NAUKŠĒNU NOVADS","LATVIJAS PILSONIS",0,1818,0,24,1842
"NAUKŠĒNU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"NAUKŠĒNU NOVADS","LATVIJAS NEPILSONIS",0,30,0,1,31
"NAUKŠĒNU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"NAUKŠĒNU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NAUKŠĒNU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"NAUKŠĒNU NOVADS","PĀRĒJIE",0,2,0,0,2
"NERETAS NOVADS","LATVIJAS PILSONIS",0,3317,0,20,3337
"NERETAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS NEPILSONIS",0,248,0,15,263
"NERETAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"NERETAS NOVADS","PĀRĒJIE",0,28,0,0,28
"NĪCAS NOVADS","LATVIJAS PILSONIS",0,3273,0,22,3295
"NĪCAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"NĪCAS NOVADS","LATVIJAS NEPILSONIS",0,53,0,4,57
"NĪCAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"NĪCAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NĪCAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"NĪCAS NOVADS","PĀRĒJIE",0,32,0,0,32
"OGRES NOVADS","LATVIJAS PILSONIS",3,31788,0,528,32319
"OGRES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"OGRES NOVADS","LATVIJAS NEPILSONIS",0,2313,0,157,2470
"OGRES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"OGRES NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"OGRES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"OGRES NOVADS","PĀRĒJIE",23,519,0,24,566
"OLAINES NOVADS","LATVIJAS PILSONIS",4,14794,2,280,15080
"OLAINES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"OLAINES NOVADS","LATVIJAS NEPILSONIS",1,4044,1,191,4237
"OLAINES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"OLAINES NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"OLAINES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"OLAINES NOVADS","PĀRĒJIE",1,842,0,14,857
"OZOLNIEKU NOVADS","LATVIJAS PILSONIS",0,9088,0,121,9209
"OZOLNIEKU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS NEPILSONIS",0,826,0,46,872
"OZOLNIEKU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"OZOLNIEKU NOVADS","PĀRĒJIE",1,534,0,2,537
"PĀRGAUJAS NOVADS","LATVIJAS PILSONIS",0,3831,0,12,3843
"PĀRGAUJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PĀRGAUJAS NOVADS","LATVIJAS NEPILSONIS",0,77,0,8,85
"PĀRGAUJAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PĀRGAUJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PĀRGAUJAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PĀRGAUJAS NOVADS","PĀRĒJIE",0,18,0,0,18
"PĀVILOSTAS NOVADS","LATVIJAS PILSONIS",0,2693,0,9,2702
"PĀVILOSTAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PĀVILOSTAS NOVADS","LATVIJAS NEPILSONIS",0,83,0,1,84
"PĀVILOSTAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PĀVILOSTAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PĀVILOSTAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PĀVILOSTAS NOVADS","PĀRĒJIE",0,25,0,0,25
"PĻAVIŅU NOVADS","LATVIJAS PILSONIS",0,4830,5,90,4925
"PĻAVIŅU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PĻAVIŅU NOVADS","LATVIJAS NEPILSONIS",0,377,0,16,393
"PĻAVIŅU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PĻAVIŅU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PĻAVIŅU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PĻAVIŅU NOVADS","PĀRĒJIE",0,51,1,1,53
"PREIĻU NOVADS","LATVIJAS PILSONIS",1,9563,0,95,9659
"PREIĻU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PREIĻU NOVADS","LATVIJAS NEPILSONIS",0,262,0,14,276
"PREIĻU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PREIĻU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PREIĻU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PREIĻU NOVADS","PĀRĒJIE",0,90,0,0,90
"PRIEKULES NOVADS","LATVIJAS PILSONIS",0,5096,0,34,5130
"PRIEKULES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PRIEKULES NOVADS","LATVIJAS NEPILSONIS",0,390,0,10,400
"PRIEKULES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PRIEKULES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"PRIEKULES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PRIEKULES NOVADS","PĀRĒJIE",1,64,0,1,66
"PRIEKUĻU NOVADS","LATVIJAS PILSONIS",0,7634,1,117,7752
"PRIEKUĻU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"PRIEKUĻU NOVADS","LATVIJAS NEPILSONIS",0,564,0,38,602
"PRIEKUĻU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"PRIEKUĻU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PRIEKUĻU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"PRIEKUĻU NOVADS","PĀRĒJIE",0,98,0,1,99
"RAUNAS NOVADS","LATVIJAS PILSONIS",0,3122,0,34,3156
"RAUNAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS NEPILSONIS",0,109,0,1,110
"RAUNAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RAUNAS NOVADS","PĀRĒJIE",0,3,0,0,3
"RĒZEKNES NOVADS","LATVIJAS PILSONIS",8,26094,3,157,26262
"RĒZEKNES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RĒZEKNES NOVADS","LATVIJAS NEPILSONIS",0,939,0,22,961
"RĒZEKNES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RĒZEKNES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"RĒZEKNES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RĒZEKNES NOVADS","PĀRĒJIE",1,275,0,0,276
"RIEBIŅU NOVADS","LATVIJAS PILSONIS",9,5016,0,31,5056
"RIEBIŅU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RIEBIŅU NOVADS","LATVIJAS NEPILSONIS",0,139,0,2,141
"RIEBIŅU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RIEBIŅU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RIEBIŅU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RIEBIŅU NOVADS","PĀRĒJIE",0,39,0,0,39
"ROJAS NOVADS","LATVIJAS PILSONIS",0,3687,0,50,3737
"ROJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS NEPILSONIS",0,50,0,1,51
"ROJAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"ROJAS NOVADS","PĀRĒJIE",0,66,0,12,78
"ROPAŽU NOVADS","LATVIJAS PILSONIS",0,6128,1,87,6216
"ROPAŽU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"ROPAŽU NOVADS","LATVIJAS NEPILSONIS",0,645,0,34,679
"ROPAŽU NOVADS","LATVIJAS BĒGLIS",30,0,0,0,30
"ROPAŽU NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"ROPAŽU NOVADS","LATVIJAS ALTERNATĪVAIS",342,2,0,8,352
"ROPAŽU NOVADS","PĀRĒJIE",6,147,0,4,157
"RUCAVAS NOVADS","LATVIJAS PILSONIS",0,1616,0,3,1619
"RUCAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS NEPILSONIS",0,40,0,4,44
"RUCAVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RUCAVAS NOVADS","PĀRĒJIE",0,24,0,0,24
"RUGĀJU NOVADS","LATVIJAS PILSONIS",1,2199,0,3,2203
"RUGĀJU NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RUGĀJU NOVADS","LATVIJAS NEPILSONIS",0,34,0,0,34
"RUGĀJU NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RUGĀJU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RUGĀJU NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RUGĀJU NOVADS","PĀRĒJIE",0,6,0,0,6
"RUNDĀLES NOVADS","LATVIJAS PILSONIS",1,3223,0,31,3255
"RUNDĀLES NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RUNDĀLES NOVADS","LATVIJAS NEPILSONIS",0,457,0,13,470
"RUNDĀLES NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RUNDĀLES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"RUNDĀLES NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RUNDĀLES NOVADS","PĀRĒJIE",1,28,0,0,29
"RŪJIENAS NOVADS","LATVIJAS PILSONIS",1,5047,0,16,5064
"RŪJIENAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"RŪJIENAS NOVADS","LATVIJAS NEPILSONIS",0,148,0,2,150
"RŪJIENAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"RŪJIENAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RŪJIENAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"RŪJIENAS NOVADS","PĀRĒJIE",0,14,0,0,14
"SALACGRĪVAS NOVADS","LATVIJAS PILSONIS",0,7681,7,52,7740
"SALACGRĪVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SALACGRĪVAS NOVADS","LATVIJAS NEPILSONIS",0,224,0,10,234
"SALACGRĪVAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SALACGRĪVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALACGRĪVAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SALACGRĪVAS NOVADS","PĀRĒJIE",0,50,0,0,50
"SALAS NOVADS","LATVIJAS PILSONIS",1,3451,1,33,3486
"SALAS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SALAS NOVADS","LATVIJAS NEPILSONIS",0,221,0,12,233
"SALAS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SALAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALAS NOVADS","LATVIJAS ALTERNATĪVAIS",0,0,0,0,0
"SALAS NOVADS","PĀRĒJIE",0,22,0,0,22
"SALASPILS NOVADS","LATVIJAS PILSONIS",3,18207,2,202,18414
"SALASPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZĪBA",0,0,0,0,0
"SALASPILS NOVADS","LATVIJAS NEPILSONIS",0,4257,0,161,4418
"SALASPILS NOVADS","LATVIJAS BĒGLIS",0,0,0,0,0
"SALASPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
