"Novads","Statuss","DzNor","DzDekl","DzReg","NavSpeka","Kopa"
"JEKABPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"JEKABPILS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"JEKABPILS NOVADS","PAREJIE",0,17,0,1,18
"KANDAVAS NOVADS","LATVIJAS PILSONIS",2,8122,3,97,8224
"KANDAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS NEPILSONIS",0,192,0,3,195
"KANDAVAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KANDAVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KANDAVAS NOVADS","PAREJIE",0,52,0,2,54
"KARSAVAS NOVADS","LATVIJAS PILSONIS",2,5475,0,34,5511
"KARSAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KARSAVAS NOVADS","LATVIJAS NEPILSONIS",0,221,0,7,228
"KARSAVAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KARSAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KARSAVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KARSAVAS NOVADS","PAREJIE",0,55,0,0,55
"KOCENU NOVADS","LATVIJAS PILSONIS",0,5896,6,55,5957
"KOCENU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KOCENU NOVADS","LATVIJAS NEPILSONIS",0,317,0,10,327
"KOCENU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KOCENU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KOCENU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KOCENU NOVADS","PAREJIE",0,21,0,1,22
"KOKNESES NOVADS","LATVIJAS PILSONIS",1,5148,0,59,5208
"KOKNESES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KOKNESES NOVADS","LATVIJAS NEPILSONIS",0,153,0,19,172
"KOKNESES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KOKNESES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KOKNESES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KOKNESES NOVADS","PAREJIE",0,26,0,1,27
"KRASLAVAS NOVADS","LATVIJAS PILSONIS",4,13649,9,195,13857
"KRASLAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KRASLAVAS NOVADS","LATVIJAS NEPILSONIS",0,1898,0,64,1962
"KRASLAVAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KRASLAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KRASLAVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KRASLAVAS NOVADS","PAREJIE",0,555,0,10,565
"KRIMULDAS NOVADS","LATVIJAS PILSONIS",1,5027,1,20,5049
"KRIMULDAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KRIMULDAS NOVADS","LATVIJAS NEPILSONIS",0,112,0,2,114
"KRIMULDAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KRIMULDAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KRIMULDAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KRIMULDAS NOVADS","PAREJIE",1,29,0,0,30
"KRUSTPILS NOVADS","LATVIJAS PILSONIS",0,5585,0,40,5625
"KRUSTPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KRUSTPILS NOVADS","LATVIJAS NEPILSONIS",0,371,0,7,378
"KRUSTPILS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KRUSTPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"KRUSTPILS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KRUSTPILS NOVADS","PAREJIE",0,47,0,0,47
"KULDIGAS NOVADS","LATVIJAS PILSONIS",0,23204,1,425,23630
"KULDIGAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KULDIGAS NOVADS","LATVIJAS NEPILSONIS",0,446,0,22,468
"KULDIGAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KULDIGAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"KULDIGAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KULDIGAS NOVADS","PAREJIE",0,97,0,4,101
"KEGUMA NOVADS","LATVIJAS PILSONIS",1,5325,3,70,5399
"KEGUMA NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KEGUMA NOVADS","LATVIJAS NEPILSONIS",0,291,0,9,300
"KEGUMA NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"KEGUMA NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"KEGUMA NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KEGUMA NOVADS","PAREJIE",0,74,0,1,75
"KEKAVAS NOVADS","LATVIJAS PILSONIS",3,21319,3,172,21497
"KEKAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"KEKAVAS NOVADS","LATVIJAS NEPILSONIS",1,1538,0,66,1605
"KEKAVAS NOVADS","LATVIJAS BEGLIS",0,5,0,0,5
"KEKAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"KEKAVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"KEKAVAS NOVADS","PAREJIE",4,589,0,14,607
"LIELVARDES NOVADS","LATVIJAS PILSONIS",1,9641,2,152,9796
"LIELVARDES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LIELVARDES NOVADS","LATVIJAS NEPILSONIS",0,432,0,35,467
"LIELVARDES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LIELVARDES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"LIELVARDES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"LIELVARDES NOVADS","PAREJIE",0,146,0,7,153
"LIMBAZU NOVADS","LATVIJAS PILSONIS",2,16682,2,109,16795
"LIMBAZU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LIMBAZU NOVADS","LATVIJAS NEPILSONIS",0,506,0,18,524
"LIMBAZU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LIMBAZU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"LIMBAZU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"LIMBAZU NOVADS","PAREJIE",1,145,0,2,148
"LIGATNES NOVADS","LATVIJAS PILSONIS",0,3300,0,42,3342
"LIGATNES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LIGATNES NOVADS","LATVIJAS NEPILSONIS",0,116,0,3,119
"LIGATNES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LIGATNES NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LIGATNES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"LIGATNES NOVADS","PAREJIE",0,45,0,1,46
"LIVANU NOVADS","LATVIJAS PILSONIS",2,11229,1,137,11369
"LIVANU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LIVANU NOVADS","LATVIJAS NEPILSONIS",0,554,0,25,579
"LIVANU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LIVANU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LIVANU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,1,1
"LIVANU NOVADS","PAREJIE",0,236,0,8,244
"LUBANAS NOVADS","LATVIJAS PILSONIS",0,2394,0,6,2400
"LUBANAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LUBANAS NOVADS","LATVIJAS NEPILSONIS",0,23,0,0,23
"LUBANAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LUBANAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LUBANAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"LUBANAS NOVADS","PAREJIE",0,6,0,0,6
"LUDZAS NOVADS","LATVIJAS PILSONIS",2,12150,1,138,12291
"LUDZAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS NEPILSONIS",0,785,0,27,812
"LUDZAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"LUDZAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"LUDZAS NOVADS","PAREJIE",0,227,0,5,232
"MADONAS NOVADS","LATVIJAS PILSONIS",1,23240,4,246,23491
"MADONAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS NEPILSONIS",0,767,1,42,810
"MADONAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MADONAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"MADONAS NOVADS","PAREJIE",0,148,1,2,151
"MAZSALACAS NOVADS","LATVIJAS PILSONIS",0,3116,7,27,3150
"MAZSALACAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS NEPILSONIS",0,107,0,2,109
"MAZSALACAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MAZSALACAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"MAZSALACAS NOVADS","PAREJIE",0,8,0,0,8
"MALPILS NOVADS","LATVIJAS PILSONIS",0,3358,0,22,3380
"MALPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"MALPILS NOVADS","LATVIJAS NEPILSONIS",0,196,0,3,199
"MALPILS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"MALPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MALPILS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"MALPILS NOVADS","PAREJIE",0,23,0,0,23
"MARUPES NOVADS","LATVIJAS PILSONIS",4,17920,2,142,18068
"MARUPES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"MARUPES NOVADS","LATVIJAS NEPILSONIS",0,1126,0,39,1165
"MARUPES NOVADS","LATVIJAS BEGLIS",0,1,0,0,1
"MARUPES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"MARUPES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"MARUPES NOVADS","PAREJIE",10,1954,1,29,1994
"MERSRAGA NOVADS","LATVIJAS PILSONIS",1,1565,0,12,1578
"MERSRAGA NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"MERSRAGA NOVADS","LATVIJAS NEPILSONIS",0,31,0,3,34
"MERSRAGA NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"MERSRAGA NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"MERSRAGA NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"MERSRAGA NOVADS","PAREJIE",0,9,0,1,10
"NAUKSENU NOVADS","LATVIJAS PILSONIS",0,1818,0,24,1842
"NAUKSENU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"NAUKSENU NOVADS","LATVIJAS NEPILSONIS",0,30,0,1,31
"NAUKSENU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"NAUKSENU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NAUKSENU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"NAUKSENU NOVADS","PAREJIE",0,2,0,0,2
"NERETAS NOVADS","LATVIJAS PILSONIS",0,3317,0,20,3337
"NERETAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS NEPILSONIS",0,248,0,15,263
"NERETAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NERETAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"NERETAS NOVADS","PAREJIE",0,28,0,0,28
"NICAS NOVADS","LATVIJAS PILSONIS",0,3273,0,22,3295
"NICAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"NICAS NOVADS","LATVIJAS NEPILSONIS",0,53,0,4,57
"NICAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"NICAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"NICAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"NICAS NOVADS","PAREJIE",0,32,0,0,32
"OGRES NOVADS","LATVIJAS PILSONIS",3,31788,0,528,32319
"OGRES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"OGRES NOVADS","LATVIJAS NEPILSONIS",0,2313,0,157,2470
"OGRES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"OGRES NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"OGRES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"OGRES NOVADS","PAREJIE",23,519,0,24,566
"OLAINES NOVADS","LATVIJAS PILSONIS",4,14794,2,280,15080
"OLAINES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"OLAINES NOVADS","LATVIJAS NEPILSONIS",1,4044,1,191,4237
"OLAINES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"OLAINES NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"OLAINES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"OLAINES NOVADS","PAREJIE",1,842,0,14,857
"OZOLNIEKU NOVADS","LATVIJAS PILSONIS",0,9088,0,121,9209
"OZOLNIEKU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS NEPILSONIS",0,826,0,46,872
"OZOLNIEKU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"OZOLNIEKU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"OZOLNIEKU NOVADS","PAREJIE",1,534,0,2,537
"PARGAUJAS NOVADS","LATVIJAS PILSONIS",0,3831,0,12,3843
"PARGAUJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PARGAUJAS NOVADS","LATVIJAS NEPILSONIS",0,77,0,8,85
"PARGAUJAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PARGAUJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PARGAUJAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PARGAUJAS NOVADS","PAREJIE",0,18,0,0,18
"PAVILOSTAS NOVADS","LATVIJAS PILSONIS",0,2693,0,9,2702
"PAVILOSTAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PAVILOSTAS NOVADS","LATVIJAS NEPILSONIS",0,83,0,1,84
"PAVILOSTAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PAVILOSTAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PAVILOSTAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PAVILOSTAS NOVADS","PAREJIE",0,25,0,0,25
"PLAVINU NOVADS","LATVIJAS PILSONIS",0,4830,5,90,4925
"PLAVINU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PLAVINU NOVADS","LATVIJAS NEPILSONIS",0,377,0,16,393
"PLAVINU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PLAVINU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PLAVINU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PLAVINU NOVADS","PAREJIE",0,51,1,1,53
"PREILU NOVADS","LATVIJAS PILSONIS",1,9563,0,95,9659
"PREILU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PREILU NOVADS","LATVIJAS NEPILSONIS",0,262,0,14,276
"PREILU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PREILU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PREILU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PREILU NOVADS","PAREJIE",0,90,0,0,90
"PRIEKULES NOVADS","LATVIJAS PILSONIS",0,5096,0,34,5130
"PRIEKULES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PRIEKULES NOVADS","LATVIJAS NEPILSONIS",0,390,0,10,400
"PRIEKULES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PRIEKULES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"PRIEKULES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PRIEKULES NOVADS","PAREJIE",1,64,0,1,66
"PRIEKULU NOVADS","LATVIJAS PILSONIS",0,7634,1,117,7752
"PRIEKULU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"PRIEKULU NOVADS","LATVIJAS NEPILSONIS",0,564,0,38,602
"PRIEKULU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"PRIEKULU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"PRIEKULU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"PRIEKULU NOVADS","PAREJIE",0,98,0,1,99
"RAUNAS NOVADS","LATVIJAS PILSONIS",0,3122,0,34,3156
"RAUNAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS NEPILSONIS",0,109,0,1,110
"RAUNAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RAUNAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RAUNAS NOVADS","PAREJIE",0,3,0,0,3
"REZEKNES NOVADS","LATVIJAS PILSONIS",8,26094,3,157,26262
"REZEKNES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"REZEKNES NOVADS","LATVIJAS NEPILSONIS",0,939,0,22,961
"REZEKNES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"REZEKNES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"REZEKNES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"REZEKNES NOVADS","PAREJIE",1,275,0,0,276
"RIEBINU NOVADS","LATVIJAS PILSONIS",9,5016,0,31,5056
"RIEBINU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RIEBINU NOVADS","LATVIJAS NEPILSONIS",0,139,0,2,141
"RIEBINU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RIEBINU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RIEBINU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RIEBINU NOVADS","PAREJIE",0,39,0,0,39
"ROJAS NOVADS","LATVIJAS PILSONIS",0,3687,0,50,3737
"ROJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS NEPILSONIS",0,50,0,1,51
"ROJAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"ROJAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"ROJAS NOVADS","PAREJIE",0,66,0,12,78
"ROPAZU NOVADS","LATVIJAS PILSONIS",0,6128,1,87,6216
"ROPAZU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"ROPAZU NOVADS","LATVIJAS NEPILSONIS",0,645,0,34,679
"ROPAZU NOVADS","LATVIJAS BEGLIS",30,0,0,0,30
"ROPAZU NOVADS","LATVIJAS BEZVALSTNIEKS",0,2,0,0,2
"ROPAZU NOVADS","LATVIJAS ALTERNATIVAIS",342,2,0,8,352
"ROPAZU NOVADS","PAREJIE",6,147,0,4,157
"RUCAVAS NOVADS","LATVIJAS PILSONIS",0,1616,0,3,1619
"RUCAVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS NEPILSONIS",0,40,0,4,44
"RUCAVAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RUCAVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RUCAVAS NOVADS","PAREJIE",0,24,0,0,24
"RUGAJU NOVADS","LATVIJAS PILSONIS",1,2199,0,3,2203
"RUGAJU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RUGAJU NOVADS","LATVIJAS NEPILSONIS",0,34,0,0,34
"RUGAJU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RUGAJU NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RUGAJU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RUGAJU NOVADS","PAREJIE",0,6,0,0,6
"RUNDALES NOVADS","LATVIJAS PILSONIS",1,3223,0,31,3255
"RUNDALES NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RUNDALES NOVADS","LATVIJAS NEPILSONIS",0,457,0,13,470
"RUNDALES NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RUNDALES NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"RUNDALES NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RUNDALES NOVADS","PAREJIE",1,28,0,0,29
"RUJIENAS NOVADS","LATVIJAS PILSONIS",1,5047,0,16,5064
"RUJIENAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"RUJIENAS NOVADS","LATVIJAS NEPILSONIS",0,148,0,2,150
"RUJIENAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"RUJIENAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"RUJIENAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"RUJIENAS NOVADS","PAREJIE",0,14,0,0,14
"SALACGRIVAS NOVADS","LATVIJAS PILSONIS",0,7681,7,52,7740
"SALACGRIVAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SALACGRIVAS NOVADS","LATVIJAS NEPILSONIS",0,224,0,10,234
"SALACGRIVAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SALACGRIVAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALACGRIVAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SALACGRIVAS NOVADS","PAREJIE",0,50,0,0,50
"SALAS NOVADS","LATVIJAS PILSONIS",1,3451,1,33,3486
"SALAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SALAS NOVADS","LATVIJAS NEPILSONIS",0,221,0,12,233
"SALAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SALAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SALAS NOVADS","PAREJIE",0,22,0,0,22
"SALASPILS NOVADS","LATVIJAS PILSONIS",3,18207,2,202,18414
"SALASPILS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SALASPILS NOVADS","LATVIJAS NEPILSONIS",0,4257,0,161,4418
"SALASPILS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SALASPILS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"SALASPILS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SALASPILS NOVADS","PAREJIE",0,867,0,7,874
"SALDUS NOVADS","LATVIJAS PILSONIS",0,23371,1,352,23724
"SALDUS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS NEPILSONIS",0,824,0,39,863
"SALDUS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SALDUS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SALDUS NOVADS","PAREJIE",3,164,0,6,173
"SAULKRASTU NOVADS","LATVIJAS PILSONIS",2,5612,2,56,5672
"SAULKRASTU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SAULKRASTU NOVADS","LATVIJAS NEPILSONIS",0,294,0,13,307
"SAULKRASTU NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SAULKRASTU NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"SAULKRASTU NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SAULKRASTU NOVADS","PAREJIE",1,302,0,2,305
"SEJAS NOVADS","LATVIJAS PILSONIS",2,2225,0,11,2238
"SEJAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SEJAS NOVADS","LATVIJAS NEPILSONIS",0,90,0,2,92
"SEJAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SEJAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,0,0,0,0
"SEJAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SEJAS NOVADS","PAREJIE",0,22,0,0,22
"SIGULDAS NOVADS","LATVIJAS PILSONIS",6,17506,0,140,17652
"SIGULDAS NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
"SIGULDAS NOVADS","LATVIJAS NEPILSONIS",0,533,0,26,559
"SIGULDAS NOVADS","LATVIJAS BEGLIS",0,0,0,0,0
"SIGULDAS NOVADS","LATVIJAS BEZVALSTNIEKS",0,1,0,0,1
"SIGULDAS NOVADS","LATVIJAS ALTERNATIVAIS",0,0,0,0,0
"SIGULDAS NOVADS","PAREJIE",0,169,0,9,178
"SKRIVERU NOVADS","LATVIJAS PILSONIS",0,3426,0,28,3454
"SKRIVERU NOVADS","LATVIJAS PAGAIDU AIZSARDZIBA",0,0,0,0,0
