"Darbinieks","Slodze","Alga"
15538,0.699,293.38
8534,0.55,293.5
15383,0.725,293.91
12653,0.7,294
13701,0.667,294
17645,0.7,294
19334,0.7,294
24613,0.7,294
11751,0.669,294.36
17246,0.571,294.47
23025,0.62,294.5
1390,0.619,294.76
21358,0.567,294.83
7271,0.571,294.85
18111,0.533,294.86
1954,0.603,294.88
21082,0.714,295
2486,0.703,295.16
2691,0.703,295.26
16530,0.571,295.34
15364,0.687,295.47
24078,0.667,295.71
16639,0.578,295.91
1111,0.578,295.93
7013,0.717,295.94
12581,0.549,296.04
21589,0.666,296.38
16143,0.624,296.4
19623,0.453,296.43
6997,0.544,296.46
13237,0.605,296.57
12340,0.667,296.61
850,0.683,296.9
7238,0.636,296.95
1329,0.57,296.98
2589,0.55,297
23907,0.568,297.13
3113,0.494,297.19
5896,0.549,297.25
9724,0.522,297.32
21845,0.633,297.33
14905,0.708,297.5
22820,0.7,297.5
12743,0.585,297.74
9026,0.662,297.86
12669,0.71,298
12747,0.553,298.09
14415,0.567,298.17
8662,0.465,298.48
4329,0.435,298.71
3057,0.5,298.95
24724,0.5,299
12848,0.65,299.13
13979,0.623,299.25
1462,0.713,299.26
15276,0.66,299.26
17951,0.568,299.36
1941,0.626,299.44
5151,0.667,299.72
583,0.634,300
6106,0.714,300
12327,0.714,300
15031,0.714,300
17441,0.5,300
17919,0.714,300
23264,0.6,300
23317,0.571,300
23356,0.714,300
25449,0.5,300
17138,0.604,300.08
4835,0.589,300.26
25258,0.657,300.92
10542,0.601,300.95
348,0.642,300.97
3404,0.7,301
12177,0.4,301
14927,0.7,301
19757,0.695,301.18
5978,0.667,301.25
11279,0.667,301.25
23617,0.599,301.7
14911,0.524,301.72
17534,0.637,301.89
9916,0.653,301.9
5,0.713,301.94
1317,0.5,302
15015,0.746,302.01
12039,0.578,302.06
98,0.706,302.09
8491,0.57,302.3
13416,0.6,302.4
23882,0.6,302.4
24006,0.6,302.4
23735,0.625,302.46
9168,0.587,302.5
8395,0.68,302.51
326,0.718,302.56
21134,0.667,302.67
24314,0.616,302.74
13610,0.581,302.79
20733,0.65,302.79
16890,0.671,303.3
16992,0.667,303.33
21363,0.619,303.33
6317,0.75,303.75
9352,0.75,303.75
23161,0.723,303.8
22771,0.724,304
22003,0.751,304.08
818,0.71,304.21
13618,0.583,304.21
6865,0.637,304.27
5456,0.619,304.29
25239,0.7,304.4
9004,0.7,304.46
2602,0.725,304.5
6499,0.7,304.5
11904,0.661,304.6
19585,0.646,304.75
19989,0.571,304.9
21039,0.571,304.9
7747,0.5,305
16820,0.5,305
16917,0.574,305.07
520,0.71,305.1
7741,0.612,305.29
16031,0.626,305.46
4459,0.65,305.5
11236,0.703,305.74
840,0.632,305.86
6666,0.68,306
6969,0.729,306
8507,0.619,306.35
23697,0.695,306.57
11056,0.667,306.67
17893,0.571,306.77
24872,0.646,306.94
5596,0.612,307.08
22644,0.633,307.17
11471,0.684,307.33
2162,0.645,307.37
19434,0.5,307.63
23956,0.482,307.79
10765,0.653,307.86
10057,0.7,307.99
2747,0.7,308
9500,0.66,308.39
24378,0.734,308.48
14081,1.19,308.57
19978,0.747,308.63
17937,0.762,308.65
5670,0.662,308.87
16506,0.525,309.24
4808,0.619,309.32
1662,0.737,309.4
2490,0.737,309.4
18980,0.571,309.56
24995,0.737,309.6
25391,0.637,309.64
10116,0.75,309.75
14369,0.5,309.8
5295,0.605,309.82
7480,0.751,309.93
8654,0.638,309.94
177,0.738,310
2772,0.5,310
7750,0.5,310
23107,0.5,310
5453,0.757,310.5
15666,0.46,311.05
15434,0.688,311.15
14792,0.667,311.33
4865,0.677,311.38
1276,0.666,311.67
18104,0.567,311.67
25266,0.567,311.67
4556,0.623,311.71
3009,0.624,311.76
11053,0.6,311.76
11090,0.7,311.85
15643,0.681,311.9
19343,0.3,311.97
22591,0.597,311.97
16437,0.504,312.09
1991,0.676,312.1
7645,0.5,312.5
5491,0.771,312.54
13128,0.656,312.74
24540,0.69,312.79
1152,0.688,312.87
5159,0.587,312.95
10365,0.54,313.03
12346,0.633,313.17
1575,0.667,313.33
7446,0.667,313.33
14068,0.667,313.33
16487,0.613,313.4
25487,0.55,313.5
2737,0.619,313.62
16146,0.667,313.67
17502,0,313.72
23423,0.6,313.8
19085,0.69,313.89
24360,0.666,313.9
9625,0.643,313.93
8317,0.748,313.94
5502,0.692,314.12
12306,0.687,314.16
7672,0.533,314.17
19117,0.669,314.23
14330,0.571,314.28
20294,0.633,314.3
24393,0.776,314.53
24341,0.5,314.88
17675,0.676,314.94
10219,0.75,315
10538,0.75,315
13455,0.762,315
16672,0.643,315
25222,0.75,315
10689,0.737,315.08
23214,0.666,315.24
10467,0.698,315.27
24125,0.531,315.49
21279,0.735,315.54
3303,0.694,315.6
9940,0.764,315.65
25084,0.756,315.69
3169,0.762,315.71
18167,0.694,315.73
5204,0.569,315.82
5175,0.5,315.94
953,0.731,316
19329,0.6,316.2
3098,0.55,316.25
11489,0.7,316.31
4254,0.715,316.4
1783,0.55,316.45
5246,0.748,316.48
17752,0.701,316.56
20637,0.63,316.69
9498,0.6,316.8
14875,0.782,316.9
13269,0.744,317.06
16875,0.657,317.19
10958,0.612,317.22
24316,0.594,317.4
8263,0.5,317.5
23138,0.6,317.6
14798,0.661,317.8
5818,0.638,318.03
11612,0.78,318.04
15537,0.692,318.08
12213,0.75,318.19
1663,0.707,318.32
7882,0.637,318.34
21573,0.662,318.47
2267,0.75,318.5
25332,0.612,318.57
13959,0.711,318.64
16642,0.71,318.65
5384,0.587,318.73
3510,0.714,318.86
8843,0.5,318.94
22232,0.733,319.19
1415,0.7,319.2
16300,0.623,319.52
13616,0.71,319.55
5239,0.68,319.6
21369,0.761,319.62
2883,0.735,319.66
1076,0.749,319.68
21305,0.68,319.73
8510,0.646,319.86
263,0.5,320
3721,0.571,320
9735,0.714,320
10602,0.762,320
10862,0.762,320
15107,0.5,320
19514,0.762,320
20614,0.762,320
24034,0.761,320
10747,0.753,320.03
23664,0.762,320.08
9378,0.626,320.14
19,0.571,320.57
15477,0.763,320.6
2822,0.752,320.96
22361,0.778,321.16
5854,0.765,321.3
21561,0.761,321.32
815,0.5,321.51
16160,0.626,321.57
13413,0.6,321.6
16320,0.633,321.67
21552,0.633,321.67
6201,0.767,321.9
2295,0.767,321.94
9310,0.567,321.99
12954,0.7,322
21700,0.7,322
8289,0.626,322.24
23428,0.768,322.4
16455,0.662,322.43
5669,0.667,322.67
3220,0.722,322.72
17202,0.665,322.75
3767,0.714,322.76
8153,0.714,322.76
25060,0.723,322.84
14972,0.59,322.99
14468,0.667,323.33
954,0.689,323.38
11844,0.667,323.4
10308,0.759,323.56
18023,0.572,323.73
24204,0.567,323.73
18005,0.717,323.85
25290,0.567,323.86
16262,0.615,323.89
5347,0.762,324
10553,0.626,324.12
11066,0.667,324.16
7508,0.772,324.24
20259,0.649,324.31
2095,0.626,324.34
4653,0.551,324.35
9206,0.551,324.35
20178,0.773,324.74
18342,0.635,325.06
11284,0.676,325.56
18007,0.596,325.62
12703,0.766,325.73
2201,0.776,325.8
16305,0.795,325.9
10482,0.716,326
7831,0.637,326.07
775,0.671,326.11
19889,0.745,326.16
21745,0.58,326.24
19873,0.683,326.61
22523,0.55,326.68
3657,0.807,326.7
23947,0.585,326.88
24833,0.762,326.91
1358,0.779,327
19813,0.714,327.12
9391,0.634,327.14
7110,0.759,327.15
19818,0.78,327.44
12110,0.724,327.45
9930,0.667,327.62
13502,0.68,327.84
7614,0.619,327.89
18849,0.71,327.91
5586,0.81,328.05
23201,0.59,328.35
6326,0.795,328.44
16779,0.649,328.48
167,0.5,328.69
9919,0.7,328.69
16405,0.667,328.81
21512,0.691,328.9
2371,0.731,328.93
22370,0.7,329
23669,0.653,329.04
21486,0.562,329.2
18879,0.727,329.35
6341,0.785,329.5
13494,0.814,329.59
12934,0.814,329.65
4307,0.714,329.78
5417,0.75,330
6996,0.629,330
15096,0.667,330.17
2423,0.8,330.4
13287,0.667,330.4
25109,0.8,330.4
3296,0.787,330.44
16338,0.653,330.44
11597,0.653,330.46
7152,0.628,330.53
239,0.732,330.88
18621,0.74,330.9
24641,0.788,330.96
5438,0.753,330.98
15361,0.613,331
8278,0.569,331.24
226,1.524,331.43
5248,0.691,331.43
17809,1.524,331.43
7510,0.732,331.79
8323,0.735,331.91
15955,0.453,331.97
11364,0.802,332.02
12608,0.806,332.1
4882,1.109,332.17
23833,0.703,332.35
22112,0.707,332.49
2320,0.7,332.5
12115,0.68,332.52
25443,0.636,332.55
2022,0.792,332.56
13294,0.66,332.65
12017,0.533,332.8
19122,0.792,332.8
13970,0.769,332.89
9963,0.578,332.94
22650,0.737,332.99
4863,0.667,333.15
14015,0.667,333.33
17906,0.57,333.45
10962,0.725,333.5
24469,0.767,333.5
16818,0.646,333.68
23237,0.707,333.77
17642,0.824,333.84
25503,0.746,334.01
1916,0.653,334.02
1796,0.75,334.13
10550,0.825,334.13
2248,0.655,334.2
11492,0.655,334.2
14061,0.796,334.24
15838,0.733,334.25
5495,0.796,334.3
9404,0.682,334.37
14681,0.643,334.56
23772,0.667,334.57
20086,0.744,334.93
24598,1.4,334.95
957,0.567,334.98
22384,0.726,335.12
13893,0.803,335.13
21732,0.798,335.18
18130,0.7,335.3
5802,0.6,335.32
11263,0.626,335.35
910,0.746,335.41
5043,0.692,335.41
24428,0.714,335.45
499,0.6,336
805,0.762,336
1392,0.762,336
2753,0.8,336
3240,0.762,336
7183,0.667,336
17665,0.762,336
19244,0.667,336
23746,0.674,336.17
23624,0.711,336.26
10134,0.793,336.37
24189,0.801,336.4
14109,0.714,336.57
2010,0.623,336.6
8966,0.673,336.69
3826,0.619,336.7
14602,0.667,336.92
17804,0.5,336.94
22749,0.557,337.07
24941,0.803,337.12
14835,0.654,337.17
2572,0.775,337.31
24408,0.73,337.31
17831,0.713,337.37
18932,0.803,337.4
23775,0.75,337.58
10723,0.643,337.76
2441,0.619,337.93
13595,0.5,338.12
12031,0.635,338.34
3803,0.635,338.72
23702,0.605,338.72
18519,0.698,338.74
22864,0.698,338.74
11528,0.807,338.76
21991,0.763,338.76
19293,0.792,338.88
16205,0.75,338.92
19870,0.75,338.92
16516,0.596,338.94
7288,0.735,339.29
15517,0.612,339.33
10950,0.429,339.34
12909,0.707,339.43
11046,0.607,339.6
19552,0.693,339.8
7895,0.65,339.87
20797,0.663,339.93
7279,0.81,340
13976,0.81,340
18691,0.648,340
19919,0.667,340
13189,0.69,340.02
19405,0.571,340.28
1904,0.737,340.45
24478,0.808,340.53
17180,0.71,340.66
1377,0.7,340.9
2170,0.708,340.99
746,0.648,341.02
1668,0.567,341.05
12412,0.813,341.43
17990,0.666,341.43
2689,0.755,341.46
23390,0.705,341.54
16931,0.8,341.6
18100,0.717,341.82
19543,0.804,341.86
21137,0,342
23273,0.76,342
2081,0.765,342.06
12472,0.662,342.06
18550,0.666,342.17
20672,0.714,342.21
17056,0.783,342.5
20295,0.802,342.53
14226,0.846,342.55
6749,0.7,342.65
17268,0.698,342.71
2978,0.817,343
2106,0.574,343.08
14355,0.801,343.26
6296,0.817,343.3
20126,0.567,343.33
7473,0.79,343.59
1734,0.684,343.6
23155,0.819,343.78
5125,0.667,344
1666,0.773,344.03
15530,0.762,344.28
8981,0.762,344.32
1042,0.749,344.34
21895,0.757,344.5
12108,0.653,344.76
18829,0.55,344.76
25182,0.766,344.79
10388,0.63,344.93
2771,0.814,344.94
3028,0.5,344.95
16686,0.821,344.96
13646,0.5,345
16553,0.567,345
16200,0.829,345.08
23597,0.7,345.1
4239,0.762,345.14
6181,0.762,345.14
10255,0.69,345.24
2384,0.589,345.25
14320,0.843,345.41
15865,0.649,345.53
12766,0.708,345.55
16130,0.837,345.58
5991,0.853,345.6
16494,0.688,345.63
12600,0.67,345.71
17926,0.567,345.89
1620,0.854,346.05
6886,0.719,346.27
12012,0.766,346.31
19687,0.737,346.37
17890,0.793,346.4
14600,0.776,346.45
7894,0.476,346.5
160,1.5,346.51
13679,0.762,346.67
17927,0.762,346.67
11807,0.788,346.68
4292,0.857,347.14
10568,0.857,347.14
13996,0.857,347.14
16113,0.589,347.52
13340,0.497,347.6
3244,0.667,347.67
3951,0.732,347.7
19984,0.746,347.79
8390,0.715,348.1
14652,0.752,348.24
20506,0.618,348.34
20446,0.635,348.45
13531,0.861,348.49
12183,0.68,348.71
11292,0.81,348.81
9170,0.831,349
16941,0.816,349.06
21629,0.623,349.13
17332,0.698,349.14
17979,0.685,349.25
6576,0.809,349.52
5561,0.774,349.67
8391,0.833,349.86
18286,0.833,349.86
12040,0.721,349.93
11642,0.742,349.94
5604,0.5,350
6503,0.5,350
13937,0.5,350
14527,0.5,350
4742,0.754,350.02
6235,0.81,350.05
23123,0.667,350.07
11995,0.613,350.09
1919,0.648,350.13
15348,0.75,350.25
13461,0.774,350.27
13133,0.687,350.55
286,0.684,350.57
19492,0.835,350.66
13257,0.794,350.69
13127,0.556,351.15
25240,0.738,351.21
18120,0.7,351.31
15657,0.567,351.4
15195,0.783,351.66
6080,0.818,351.9
19795,0.738,351.9
23420,0.677,351.97
8092,0.692,352.19
12993,0.75,352.5
5949,0,352.53
17984,0.778,352.6
5419,0.653,352.61
20385,0.35,352.7
5593,0.7,352.8
17093,0.84,352.8
17650,0.6,352.8
16919,0.603,352.87
4372,0.784,352.93
18491,0.64,352.96
7051,0.84,353
212,0.687,353.16
24127,0.773,353.23
2699,0.769,353.32
15137,0.707,353.47
11675,0.635,353.49
15168,0.707,353.57
11681,0.726,353.63
3597,0.853,353.99
25152,0.816,354.11
20802,0.755,354.12
15020,0.676,354.2
20011,0.583,354.2
16179,0.762,354.29
8825,0.762,354.46
7644,0.662,354.86
18835,0.68,354.96
2684,0.714,355
6883,0.5,355
5525,0.749,355.04
23053,0.658,355.06
16287,0.673,355.42
7177,0.732,355.68
22674,0.714,355.69
12840,0.762,355.71
20941,0.571,355.88
4856,0.8,355.9
2127,0.8,356
15927,0.836,356.05
19565,0.675,356.09
23206,0.71,356.09
19123,0.848,356.18
2838,0.681,356.57
3558,0.717,356.9
12007,0.806,356.91
4328,0.85,357
11178,0.6,357
11296,0.793,357
23372,0.633,357.01
16126,0.85,357.02
19927,0.551,357.05
23910,0.776,357.05
25404,0.851,357.08
19617,0.778,357.1
1414,0.773,357.24
11330,0.865,357.31
3727,0.762,357.38
6536,0.698,357.47
16335,0.745,357.71
13389,0.721,357.72
11926,0.73,357.77
24359,0.81,357.82
9384,0.762,358.1
14302,0.762,358.1
25540,0.762,358.1
9359,0.775,358.16
8433,0.766,358.25
16693,0.711,358.34
17299,0.853,358.38
18595,0.701,358.38
8573,0.767,358.41
438,0.763,358.68
11901,0.733,358.69
2639,0.627,358.77
23962,0.712,358.8
21555,0.786,358.92
7967,0.688,359.18
18324,0.688,359.18
24986,0.578,359.53
17387,0.66,359.67
6208,0.698,359.69
149,0.889,359.99
3806,0.857,360
13999,0.5,360
15575,0.857,360
15998,0.857,360
24824,0.857,360
23166,0.82,360.05
14046,0.483,360.48
18143,0.757,360.5
6893,0.776,360.6
14577,0.836,360.66
18823,0.825,360.69
24349,1.048,360.76
21244,0.628,360.78
4155,0.643,360.81
18367,0.475,361
11539,0.86,361.18
17898,0.86,361.2
11439,0.75,361.4
12461,0.769,361.47
5434,0.8,361.5
10899,0.8,361.5
10599,0.5,361.65
5587,0.74,361.95
4427,0.85,362.02
24446,0.781,362.08
4548,0.619,362.14
20703,0.858,362.6
4412,0.678,362.69
14514,0.803,362.73
11259,0.803,362.75
3104,0.864,362.8
15237,0.896,362.88
2950,1,363
16756,0.85,363.05
1039,0.865,363.3
14137,0.771,363.57
753,0.786,363.77
18157,0.881,363.83
5959,0.867,364
22554,0.8,364
8757,0.832,364.3
12455,1.379,364.52
12190,0.687,364.62
5617,0.708,364.65
17134,0.73,364.77
18495,0.8,364.8
21334,0.757,364.93
7222,0.667,364.97
16955,0.5,365
10764,0.737,365.09
2841,0.85,365.18
15815,0.612,365.31
12988,0.762,365.62
4861,0.627,365.7
24837,0.631,365.74
21164,0.708,365.84
7431,0.802,365.86
2935,0.667,365.92
7513,0.617,365.97
14194,0.857,366.19
2088,0.838,366.21
2031,0.757,366.26
23359,0.705,366.67
3488,0.826,366.72
12479,0.5,367
525,0.495,367.05
7285,0.907,367.2
6441,0.75,367.5
22256,0.75,367.8
20329,0.762,367.9
24616,0.707,367.92
23439,0.614,368.57
3660,0.774,368.69
1445,0.693,368.76
12483,0.698,368.8
1760,0.738,368.81
19452,0.91,368.84
4333,0.626,368.97
18034,0.879,369.12
19953,0.68,369.15
22940,0.721,369.42
13565,0.662,369.44
2840,0.88,369.46
6946,0.818,369.5
3207,0.685,369.77
1120,0.796,369.83
24644,0.673,369.91
24834,0.871,369.99
3191,0.881,370
22888,0.881,370.02
16787,0.673,370.09
6868,0.702,370.19
371,0.752,370.2
15958,0.88,370.32
14151,0.75,370.51
22559,0.682,370.58
6375,0.82,370.73
23918,0.789,370.83
402,0.899,371.19
23082,0.636,371.29
1350,0.884,371.3
24243,0.707,371.4
25007,0.5,371.44
17229,0.531,371.5
3080,0.533,371.72
24653,0.718,371.73
19908,0.6,372
20649,0.75,372
25314,0.886,372.3
17392,0.7,372.31
18732,0.7,372.31
11857,0.745,372.52
7690,0.815,372.68
23739,0.737,372.76
9397,0.761,372.83
16410,0.887,372.96
1588,0.476,372.98
25369,0.712,372.98
7692,0.63,372.99
11654,0.79,373
6699,0.819,373.2
17194,0.766,373.25
8459,0.667,373.33
25103,0.762,373.33
24622,0.83,373.45
7632,0.429,373.63
17544,0.89,373.72
3756,0.625,373.92
10001,0.623,374
17197,0.813,374.13
5498,0.693,374.39
18952,0.82,374.44
13917,0.871,374.63
5541,0.835,374.73
16197,0.893,374.74
679,0.714,374.76
3706,0.714,374.76
24438,0.789,374.78
14688,0.744,375.14
17987,0.598,375.24
10327,0.894,375.6
24506,0.727,375.6
10447,0.6,375.68
19107,0.6,375.68
1880,0.726,375.85
11406,0.745,376.1
23129,0.825,376.2
17636,0.735,376.34
8830,0.911,376.44
11013,0.93,376.65
9092,0.897,376.78
16196,0.793,376.83
11811,0.68,376.86
19587,0.577,376.93
2372,0.835,377
3784,0.857,377.14
25357,0.68,377.25
3679,0.889,377.3
6511,0.7,377.3
16186,0.7,377.3
23530,0.7,377.3
18219,0.667,377.43
22183,0.744,377.55
23923,0.825,377.66
17420,0.769,377.68
24468,0.704,377.79
22431,0.735,377.8
6743,0.9,378
15004,0.761,378
18768,0.933,378
19463,0.9,378
22226,0.9,378
15996,0.721,378.11
3141,0.936,378.16
5017,0.721,378.32
844,0.633,378.49
25308,0.775,378.57
13154,0.75,378.75
19214,0.75,378.75
4030,0.902,378.8
24057,0.737,378.83
5627,0.678,379.05
11567,0.68,379.18
2632,0.756,379.21
23724,0.918,379.28
20916,0.903,379.4
20153,0.775,379.58
8249,0.774,379.6
19184,0.825,379.72
10910,0.873,379.82
1855,0.92,379.96
7420,0.905,380
15884,0.905,380
14182,0.7,380.25
18189,0.7,380.25
14016,0.81,380.48
20336,0.848,380.67
11501,0.762,380.72
4606,0.714,380.77
15300,0.857,380.86
3243,0.898,380.9
19692,0.907,380.92
21398,0.907,380.94
13496,0.907,380.98
16021,0.88,381.08
18426,0.843,381.16
7951,0.908,381.4
7281,0.909,381.6
17585,0.907,381.91
4769,0.895,381.98
19309,0.739,381.99
17988,0.932,382.08
2712,0.828,382.36
19972,0.69,382.36
17622,0.762,382.38
20243,0.762,382.38
9607,0.797,382.41
19527,0.697,382.61
14032,0.838,382.62
12793,0.564,382.67
4741,0.911,382.82
4803,0.766,382.83
3532,0.581,382.95
12626,0.726,383.12
5255,0.69,383.19
14204,0.89,383.19
14839,0.913,383.32
12913,0.8,383.4
19605,0.748,383.4
18379,0.852,383.57
9923,0.8,383.6
5269,0.9,383.68
14634,0.914,384
17015,0.914,384
19394,0.867,384
2538,0.85,384.09
3747,0.85,384.09
15778,0.85,384.13
18229,0.751,384.5
12943,0.81,384.52
25071,0.905,384.52
19470,0.873,384.69
5619,0.809,384.72
1875,0.95,384.75
8936,0.95,384.75
11374,0.817,384.95
22065,0.7,385
142,0.814,385.02
7223,0.626,385.09
3652,0.796,385.13
23146,0.715,385.28
6639,0.907,385.33
14922,0.834,385.43
17846,0.857,385.71
3384,0.681,385.89
4240,0.919,385.98
15164,0.919,385.98
18787,0.88,385.99
5522,0.643,386.07
4171,0.762,386.18
8797,0.762,386.18
8370,0.796,386.39
7850,0.767,386.4
20855,0.92,386.4
24940,0.767,386.4
18131,0.844,386.51
1202,0.667,386.52
22238,0.811,386.56
21706,0.921,386.62
1551,0.789,386.68
22337,0.844,386.83
3575,0.833,386.86
13662,0.73,386.9
18388,0.857,387.22
18521,0.72,387.27
1996,0,387.31
15253,0.684,387.33
17166,0.705,387.88
18331,0.87,387.88
24266,0.714,387.9
13415,0.9,388
22121,0.8,388
13654,0.827,388.16
21276,0.827,388.16
24606,0.827,388.16
15845,0.886,388.18
6220,0.936,388.3
7501,0.781,388.3
4382,0.925,388.48
12463,0.925,388.5
23422,0.848,388.64
22777,0.8,388.8
15416,0.601,388.93
9779,0.942,389.01
321,0.653,389.07
21140,0.863,389.62
19448,0.849,389.66
19376,0.928,389.78
7879,0.743,389.92
1812,0.87,389.94
23866,0.857,390
11363,0.83,390.1
18269,0.929,390.18
17935,0.964,390.29
10505,0.861,390.34
18444,0.896,390.74
17156,0.763,390.84
12594,0.775,390.91
211,0.767,391
12557,0.966,391.15
5237,0.811,391.42
632,0.631,391.43
18539,0.884,391.45
17422,0.75,391.5
8955,0.68,391.79
12635,0.723,391.93
14956,0.711,391.95
19531,0.727,392.1
16684,0.8,392.14
13520,0.846,392.15
4028,0.85,392.17
5606,0.788,392.26
3363,0.934,392.28
5458,0.898,392.29
18998,0.785,392.29
20926,0.906,392.46
10740,0.699,392.49
20258,0.81,392.62
22093,0.846,392.8
10094,0.49,392.83
19840,0.85,393
14437,0.802,393.04
8989,0.867,393.09
19949,0.764,393.46
16431,0.923,393.6
1268,0.916,394
21981,0.7,394.1
24716,0.7,394.1
7144,0.69,394.2
4623,0.857,394.29
3942,0.898,394.33
22179,0.698,394.53
21841,0.804,394.57
3654,0.886,394.58
24718,0.709,394.73
19028,0.94,394.8
8225,0.8,395.1
17204,0.976,395.36
10837,0.687,395.37
12731,0.882,395.4
24943,0.923,395.5
1412,0.977,395.69
19737,0.766,395.8
8492,0.618,395.84
2433,0.807,395.85
23002,0.88,395.87
628,0.884,395.92
16238,0.876,395.92
5819,0.9,396
21306,1,396
23351,0.707,396.7
1924,0.818,397.03
19907,0.812,397.12
17447,0.667,397.15
10577,0.796,397.18
249,0.904,397.38
4750,0.843,397.43
22188,0.797,397.46
17032,0.82,397.47
6136,0.914,397.51
15485,0.947,397.7
12815,0.766,397.76
21087,0.735,397.87
10620,0.862,397.93
20753,0.844,398.08
22550,0.983,398.25
3811,0.887,398.27
4250,0.6,398.4
6283,0.7,398.41
7378,0.905,399
22700,0.824,399.2
5305,0.707,399.27
779,0.836,399.46
19217,0.614,399.59
23622,0.796,399.59
15010,0.85,399.63
25397,0.877,399.68
23179,0.885,399.69
7249,0.766,399.8
10805,0.808,399.92
19267,0.844,399.92
3818,0.952,400
7402,0.952,400
7936,0.952,400
13858,0.952,400
21777,0.8,400
20839,0.745,400.03
8527,0.93,400.05
2774,0.909,400.06
1005,0.769,400.09
8791,0.8,400.1
23558,0.891,400.1
14113,0.979,400.15
19387,0.825,400.16
13746,0.777,400.17
2867,0.887,400.76
12520,0.782,400.76
12794,0.795,400.8
8868,0.628,401.1
673,0.888,401.11
7628,0.953,401.15
22205,0.775,401.39
19225,0.845,401.49
17772,0.774,401.66
3931,0.855,401.78
17091,0.789,402.41
20843,0.705,402.47
13463,0.767,402.5
5492,0.825,402.65
5479,0.891,402.66
4697,0.739,402.71
23766,0.764,402.72
619,0.775,402.75
10124,0.85,402.79
1717,0.891,402.8
19442,0.857,402.86
24249,0.96,403
19489,0.874,403.17
19997,0.8,403.2
21044,0.8,403.2
23709,0.887,403.25
3277,0.721,403.36
20933,0.893,403.51
17688,0.893,403.66
8888,0.707,403.81
4368,0.592,403.93
6914,1,404
8530,0.941,404.1
7299,0.948,404.12
14364,0.793,404.6
642,0.761,404.73
20235,0.845,404.8
23393,0.74,404.83
16030,0.88,404.93
233,1,405
4089,1,405
4314,0,405
5842,1,405
6372,1,405
6884,1,405
8193,1,405
8765,1,405
9229,0.9,405
14362,1,405
14948,1,405
17531,0.9,405
17917,1,405
19461,1,405
23142,1,405
23719,1,405
2336,0.895,405.07
16716,0.946,405.24
25055,0.881,405.28
21072,1.001,405.37
7481,0.982,405.45
21672,0.946,405.54
16680,0.755,405.56
20834,0.823,405.67
13007,0.919,405.73
6848,0.898,405.84
12497,1.002,405.98
25340,0.967,406
8962,0.892,406.05
17167,0.766,406.14
613,0.643,406.22
13927,0.934,406.23
8476,0.798,406.24
8382,1.211,406.36
3682,0.887,406.51
7246,0.768,406.56
8666,0.884,406.6
18846,0.952,406.67
705,0.9,406.68
23689,0.9,406.72
7781,0.567,406.8
21145,1.004,406.81
1585,0.733,407
14964,1,407
25313,0.87,407
3662,0.571,407.14
7647,0.795,407.17
2958,0.838,407.32
4740,0.671,407.34
2576,0.813,407.42
4801,0.84,407.43
20499,1.006,407.51
17147,0.762,407.57
12613,0.97,407.58
1715,0.971,407.62
24354,0.814,407.89
11781,0.972,407.94
11812,0.75,408.01
20543,0.567,408.07
5780,0.907,408.09
1670,0.895,408.23
23198,0.928,408.4
21511,0.9,408.62
19560,0.81,408.81
15454,0.905,408.84
19291,0.905,408.84
24436,0.888,408.9
12032,0.857,409
19751,0.87,409.12
3860,0.844,409.31
9914,0.803,409.45
15605,0.922,409.45
22150,0.992,409.62
171,0.953,409.63
18227,0.796,409.79
15549,0.843,409.91
7788,0.976,410
8062,0.976,410
1838,0.976,410.02
3792,0.905,410.14
12836,0.68,410.14
24480,0.599,410.39
16368,0.854,410.48
11602,0.965,410.5
22547,0.977,410.54
16153,0.82,410.6
11969,0.934,410.72
13037,0.751,410.72
4949,0.727,410.76
4211,0.79,410.8
18861,0.765,410.81
15461,0.91,410.99
23834,0.783,411
12097,0.802,411.02
3153,0.711,411.03
13830,0.979,411.3
23154,0.762,411.3
11452,0.914,411.43
10319,0.827,411.48
13636,0.833,411.56
9559,0.874,411.68
270,1.017,411.75
4889,0,411.94
6315,1,412
21733,0.912,412.05
24415,0.912,412.29
7000,0.964,412.34
1244,0.767,412.39
20557,0.932,412.64
9767,0.982,412.82
9138,0.893,412.91
24721,0.857,412.96
3509,1,413
3632,0.983,413
3639,1,413
5415,0.8,413
8181,1,413
8191,1,413
10196,1,413
11331,1,413
17021,1,413
20322,1,413
21346,1,413
6521,0.748,413.03
14829,1.02,413.1
1408,0.816,413.12
18877,0.922,413.14
24825,0.984,413.2
952,0.918,413.27
1650,0.906,413.32
19275,0.954,413.33
11335,0.737,413.38
889,0.68,413.54
19650,0.934,413.7
24572,0.954,413.84
1211,0.8,414
5463,0.986,414.2
18040,0.987,414.26
6116,0.907,414.35
24831,0.88,414.37
10722,0.862,414.39
6156,0.985,414.54
24527,0.922,414.6
14198,0.832,414.85
3646,1,415
16755,1,415
24820,1,415
15298,0.707,415.05
13574,0.5,415.06
13513,0.852,415.31
7744,0.895,415.39
12537,0.908,415.55
14628,0.863,415.69
11992,1.027,415.8
2233,0.953,415.82
3979,0.8,415.84
5597,0.825,415.92
14256,0.968,415.94
19102,1,416
18265,0.826,416.16
12951,0.852,416.65
24750,0.818,416.94
11956,0.988,417.08
23328,0.957,417.14
6099,0.936,417.15
4384,0.892,417.23
966,0.996,417.26
