,,"1. ""Latvijas Krievu savienība""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2. Jaunā konservatīvā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3. Rīcības partija",,,,,,,,,,,,,,,,,,,,,,,,,,"4. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5. ""PROGRESĪVIE""",,,,,,,,,,,,,,,,,,,,,,"6. ""Latvijas centriskā partija""",,,,"7. ""LSDSP/KDS/GKL""",,,,,,,,,,,,,,,,,,,,,,,,"8. No sirds Latvijai",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9. ""Saskaņa"" sociāldemokrātiskā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10. Attīstībai/Par!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11. Latvijas Reģionu Apvienība",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12. ""Latviešu Nacionālisti""",,,,,,,,,,,,,,"13. Jaunā VIENOTĪBA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14. Par Alternatīvu",,,,,,"15. Politiskā partija ""KPV LV""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16. Zaļo un Zemnieku savienība",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Balvu novads","324. BĒRZKALNES PAGASTA PĀRVALDE",1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,10,6,3,7,6,5,2,5,3,9,1,2,3,3,3,6,1,3,2,3,2,2,3,3,2,2,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,1,4,1,7,1,4,1,4,1,7,1,4,1,5,0,4,1,6,0,4,1,5,0,4,1,4,1,5,0,4,1,5,0,0,1,0,2,1,1,0,1,0,1,0,1,1,2,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,1,1,2,0,1,0,1,0,1,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,4,12,1,16,3,2,4,3,3,2,4,2,3,5,3,2,3,1,3,3,2,1,4,1,3,1,3,1,3,1,3,1,3
"Balvu novads","325. BĒRZPILS PAGASTA SAIETA NAMS",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,6,54,5,7,4,28,7,7,3,4,2,9,4,3,2,2,1,6,3,3,2,2,2,4,3,2,3,2,2,3,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,7,1,2,6,2,4,1,5,6,2,2,5,0,5,1,5,0,5,2,5,1,4,0,5,1,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,4,1,2,1,2,1,1,2,3,1,1,2,1,2,1,2,2,2,1,2,0,1,0,1,0,1,1,1,0,1,0,1,0,1,17,1,1,4,1,6,0,6,0,5,1,6,0,6,1,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,1,6,7,3,2,1,0,2,4,1,0,1,1,2,8,0,0,2,0,3,0,2,0,2,0,2,0,1,0,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,1,2,0,1,1,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19,4,11,5,9,5,10,5,7,6,7,6,7,5,7,6,9,5,11,4,17,3,8,4,8,6,8,6,6,4,10,4,6,7,28,16,54,12,30,16,4,22,3,21,4,20,3,20,7,21,5,20,2,20,13,15,2,21,8,20,2,21,3,21,0,22,1,21
"Balvu novads","326. BRIEŽUCIEMA PAGASTA TAUTAS NAMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,12,2,8,8,13,5,4,3,7,6,5,2,4,3,5,21,6,1,5,1,5,3,4,2,6,2,4,2,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,3,0,0,2,2,3,0,2,0,2,2,1,0,1,1,2,0,2,0,1,1,1,0,1,0,1,0,1,0,2,1,2,0,1,8,1,0,2,1,1,3,2,0,2,0,2,14,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,3,3,3,3,3,4,3,6,2,4,1,5,2,3,2,3,2,3,2,3,1,3,2,3,2,3,1,3,2,3,2,1,0,1,0,1,0,4,1,0,1,0,1,1,1,0,2,0,2,0,1,0,1,1,3,3,1,2,0,0,1,2,0,1,2,1,0,1,1,0,3,12,4,13,3,14,3,2,2,0,1,1,1,1,1,2,1,0,2,1,1,2,1,0,1,0,1,0,1,2,1,0,2,8,2
"Balvu novads","327. KRIŠJĀŅU TAUTAS NAMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,6,5,3,7,6,7,1,5,3,5,1,4,1,5,1,6,1,5,1,3,1,4,1,3,1,4,1,4,1,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,1,2,0,10,0,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,3,3,4,3,4,2,5,2,4,1,4,1,3,1,5,2,4,3,4,1,4,3,5,1,4,2,4,2,4,1,5,20,1,14,2,11,3,1,6,1,6,1,6,0,6,4,6,1,6,0,6,5,5,0,6,0,7,1,6,1,6,0,7,1,6
"Balvu novads","328. KUBULU PAGASTA PĀRVALDE",3,0,2,0,2,0,1,0,2,0,3,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,4,0,1,0,17,5,15,30,8,11,10,21,5,12,6,11,37,3,5,10,4,13,7,7,5,9,5,12,4,7,5,10,6,11,4,10,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,0,5,0,4,0,4,1,5,5,4,0,4,0,4,0,4,1,3,1,5,0,5,0,5,0,4,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,3,1,3,1,6,1,5,3,4,2,3,2,4,1,3,1,3,1,3,1,3,2,3,2,3,1,3,1,3,1,4,1,3,1,15,6,3,6,2,6,3,6,2,5,0,5,1,6,2,7,0,6,1,7,1,5,0,5,0,7,0,6,0,5,0,5,5,1,6,0,5,0,2,1,3,0,2,0,3,0,6,0,2,0,3,0,2,0,2,0,2,0,3,0,3,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,1,2,1,2,1,2,9,1,1,2,5,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,14,4,6,4,5,5,5,4,5,6,8,6,5,6,5,6,4,7,8,6,13,4,5,6,5,5,5,6,6,5,5,6,5,6,19,30,64,8,31,25,4,30,3,28,4,29,4,29,3,25,2,29,2,29,19,20,3,27,3,28,7,24,3,28,4,30,5,29
"Balvu novads","331. LAZDULEJAS PAGASTA PĀRVALDE",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,8,1,4,3,5,0,4,4,3,3,2,1,4,0,4,12,0,0,3,0,3,0,3,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,7,0,7,0,6,0,6,0,7,0,5,0,6,0,5,0,7,0,5,0,5,0,4,0,5,0,4,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,3,9,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Balvu novads","336. TILŽAS PAGASTA KULTŪRAS NAMS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,10,70,8,12,11,24,21,24,4,6,11,20,9,5,8,5,10,24,8,6,9,6,10,5,8,6,10,5,9,5,9,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,2,2,3,2,1,1,2,1,2,2,3,2,1,1,2,1,1,7,1,1,0,1,0,0,3,1,1,1,1,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,1,1,2,1,12,2,2,1,2,1,3,1,1,1,1,1,3,0,3,0,1,0,2,0,1,0,3,0,2,0,2,0,4,3,1,4,1,4,0,4,1,3,0,4,0,4,0,4,2,2,0,4,0,4,1,4,0,4,0,4,1,4,1,3,0,5,1,0,0,0,0,2,2,0,0,2,0,2,4,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,5,0,5,0,5,0,4,4,2,0,3,1,3,0,2,0,3,0,3,0,4,0,3,0,4,1,3,0,2,0,3,0,0,0,0,0,0,12,0,10,0,7,1,8,0,7,1,9,1,8,1,6,1,6,1,7,1,12,1,8,1,7,1,6,0,7,2,7,0,6,1,32,7,35,8,46,6,4,7,2,6,6,7,2,7,5,6,5,6,2,6,7,5,3,5,3,5,2,5,2,5,2,5,5,7
"Balvu novads","337. VECTILŽAS PAGASTA PĀRVALDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,2,1,0,1,0,1,0,1,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,1,0,1,0,2,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,3,0,2,0,1,0,2,0,3,0,3,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,2,0,3,0,1,0,2,0,11,6,18,4,10,14,0,6,0,6,1,6,0,6,2,6,0,6,0,5,3,5,0,6,1,6,4,6,2,6,0,6,2,6
"Balvu novads","339. VĪKSNAS PAGASTA PĀRVALDE",1,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,3,5,9,0,2,6,6,1,2,0,3,5,2,0,2,0,2,6,2,0,2,0,2,1,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,3,0,4,0,2,0,3,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,5,0,5,1,4,1,4,0,4,0,4,0,4,2,4,11,1,0,4,0,4,0,4,0,4,0,4,0,4,13,4,21,4,27,5,1,5,0,6,0,5,0,6,4,2,0,3,0,5,2,5,0,4,0,5,0,5,0,4,0,6,0,6
"Viļakas novads","321. VIĻAKAS NOVADA DOME",4,0,2,0,3,0,1,0,1,0,2,0,1,0,1,0,3,0,2,0,1,0,1,1,1,0,0,0,3,0,1,0,14,7,42,16,10,6,24,9,11,6,7,7,10,7,6,5,6,6,15,6,6,5,5,7,7,5,5,7,5,7,5,7,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,1,3,1,2,1,0,1,0,1,2,3,0,1,0,2,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,9,22,9,16,11,61,7,19,11,21,11,36,9,20,9,21,9,14,10,63,3,16,10,18,9,17,11,15,10,20,11,20,10,14,1,1,2,0,2,2,2,0,2,1,2,0,2,2,2,0,2,0,2,0,2,1,2,0,1,0,1,0,1,0,2,0,2,8,3,3,3,1,3,4,3,1,2,2,2,3,5,1,2,2,3,1,2,1,3,2,2,1,2,1,3,1,3,3,3,1,3,3,0,3,0,3,0,3,0,3,0,3,0,3,0,14,7,3,11,4,10,3,12,5,10,9,7,2,13,35,4,2,12,2,11,2,10,4,9,1,12,2,11,3,10,2,11,1,12,0,0,0,0,0,0,12,2,6,1,6,1,10,1,7,1,9,2,4,2,7,2,8,0,11,2,8,1,6,2,4,2,3,5,4,2,5,1,4,2,13,13,27,5,20,8,2,9,4,9,2,8,2,8,17,13,2,8,1,10,9,8,1,10,3,9,1,9,1,9,1,11,1,13
"Viļakas novads","329. KUPRAVAS PAGASTA PĀRVALDE",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,3,0,3,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,0,2,13,0,11,0,10,0,24,0,11,0,12,0,14,0,10,1,10,0,9,1,16,0,11,0,11,0,10,0,9,0,10,0,11,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,1,1,2,0,0,0,1,0,0,1,1,0,2,0,0,2,3,1,5,1,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
"Viļakas novads","332. MEDŅEVAS TAUTAS NAMS",1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,13,4,24,8,10,2,14,3,11,1,7,1,10,0,5,1,5,2,14,0,6,1,6,2,9,1,5,2,5,2,5,2,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,1,0,1,0,1,2,1,0,1,2,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,3,0,1,1,2,0,1,1,2,1,0,1,0,2,0,1,1,1,1,1,0,1,2,0,2,0,2,0,0,1,7,0,2,3,2,3,2,3,2,3,3,2,2,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,1,5,0,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,1,1,0,0,0,0,0,5,2,4,2,4,2,5,2,4,2,6,1,4,2,4,2,4,2,5,2,4,2,4,2,5,2,4,4,3,4,4,2,4,2,17,11,44,2,17,13,4,15,4,14,6,15,3,16,23,15,5,15,4,15,9,13,5,14,4,14,4,15,4,15,4,16,4,16
"Viļakas novads","334. SUSĀJU PAGASTA PĀRVALDE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,43,8,15,8,30,6,14,6,12,7,15,5,11,6,11,6,14,5,11,6,9,7,10,5,8,7,9,6,8,6,11,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,4,0,0,4,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,2,0,2,0,1,1,2,0,3,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,1,2,2,4,0,1,1,1,1,5,0,0,1,2,0,1,1,2,1,1,1,2,0,1,1,1,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,2,1,2,1,2,5,1,1,2,9,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,0,0,0,0,0,0,3,1,3,0,1,1,2,0,2,0,1,1,2,0,2,0,2,0,1,1,2,0,2,0,2,0,2,0,2,0,2,0,1,1,12,1,11,3,14,2,3,3,2,4,3,4,2,4,8,2,2,4,2,4,5,2,1,4,1,4,2,3,1,4,1,4,0,4
"Viļakas novads","335. ŠĶILBĒNU PAGASTA KULTŪRAS CENTRS ""REKOVA""",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,24,8,10,2,24,9,8,5,4,5,7,2,3,2,4,2,28,3,7,3,3,2,5,1,4,2,3,2,3,2,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,7,2,8,3,3,1,2,2,3,2,3,2,2,2,3,4,2,1,3,1,3,3,1,4,1,6,2,6,2,5,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,2,2,4,2,17,1,8,1,5,1,4,2,8,2,6,2,3,2,7,2,3,3,4,3,3,3,3,3,7,2,3,3,3,5,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,2,1,2,10,0,2,2,2,1,8,1,2,1,1,2,1,2,3,1,1,2,3,1,2,1,1,2,2,1,2,1,2,0,1,0,1,0,1,0,1,0,1,0,2,0,8,1,0,5,0,4,1,4,2,4,4,5,0,4,15,4,1,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,4,0,1,0,0,1,1,4,2,1,2,0,4,0,2,0,3,2,5,1,2,1,2,0,6,4,2,3,2,1,2,0,4,1,3,1,2,2,2,0,4,38,11,46,1,34,4,13,8,9,10,10,9,7,11,24,9,6,11,6,10,7,8,5,10,8,10,4,15,10,12,4,13,10,10
