Location,Category,Pointing,Declaring,Registering,RegistrationNotValid,Total
STOPINU NOVADS,LATVIJAS BEZVALSTNIEKS,0,1,0,0,1
STOPINU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
STOPINU NOVADS,PAREJIE,1,254,0,3,258
STRENCU NOVADS,LATVIJAS PILSONIS,19,3114,0,56,3189
STRENCU NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
STRENCU NOVADS,LATVIJAS NEPILSONIS,5,665,0,29,699
STRENCU NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
STRENCU NOVADS,LATVIJAS BEZVALSTNIEKS,0,1,0,0,1
STRENCU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
STRENCU NOVADS,PAREJIE,1,44,0,0,45
TALSU NOVADS,LATVIJAS PILSONIS,59,31757,4,462,32282
TALSU NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
TALSU NOVADS,LATVIJAS NEPILSONIS,3,706,0,32,741
TALSU NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
TALSU NOVADS,LATVIJAS BEZVALSTNIEKS,0,6,0,0,6
TALSU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
TALSU NOVADS,PAREJIE,6,82,0,1,89
TERVETES NOVADS,LATVIJAS PILSONIS,5,3441,0,21,3467
TERVETES NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
TERVETES NOVADS,LATVIJAS NEPILSONIS,0,371,0,10,381
TERVETES NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
TERVETES NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
TERVETES NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
TERVETES NOVADS,PAREJIE,0,20,0,0,20
TUKUMA NOVADS,LATVIJAS PILSONIS,103,29190,52,614,29959
TUKUMA NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
TUKUMA NOVADS,LATVIJAS NEPILSONIS,7,1759,6,132,1904
TUKUMA NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
TUKUMA NOVADS,LATVIJAS BEZVALSTNIEKS,0,7,0,0,7
TUKUMA NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
TUKUMA NOVADS,PAREJIE,23,302,0,2,327
VAINODES NOVADS,LATVIJAS PILSONIS,2,2526,0,10,2538
VAINODES NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VAINODES NOVADS,LATVIJAS NEPILSONIS,0,229,0,2,231
VAINODES NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VAINODES NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VAINODES NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VAINODES NOVADS,PAREJIE,0,32,0,1,33
VALKAS NOVADS,LATVIJAS PILSONIS,19,8787,0,96,8902
VALKAS NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VALKAS NOVADS,LATVIJAS NEPILSONIS,1,845,1,70,917
VALKAS NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VALKAS NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VALKAS NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VALKAS NOVADS,PAREJIE,0,167,1,5,173
VARAKLANU NOVADS,LATVIJAS PILSONIS,15,3578,1,19,3613
VARAKLANU NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VARAKLANU NOVADS,LATVIJAS NEPILSONIS,1,89,0,0,90
VARAKLANU NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VARAKLANU NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VARAKLANU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VARAKLANU NOVADS,PAREJIE,1,18,0,0,19
VARKAVAS NOVADS,LATVIJAS PILSONIS,35,2172,0,1,2208
VARKAVAS NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VARKAVAS NOVADS,LATVIJAS NEPILSONIS,1,36,0,0,37
VARKAVAS NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VARKAVAS NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VARKAVAS NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VARKAVAS NOVADS,PAREJIE,0,4,0,0,4
VECPIEBALGAS NOVADS,LATVIJAS PILSONIS,53,4285,1,24,4363
VECPIEBALGAS NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VECPIEBALGAS NOVADS,LATVIJAS NEPILSONIS,0,114,0,11,125
VECPIEBALGAS NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VECPIEBALGAS NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VECPIEBALGAS NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VECPIEBALGAS NOVADS,PAREJIE,0,8,0,0,8
VECUMNIEKU NOVADS,LATVIJAS PILSONIS,12,8495,1,69,8577
VECUMNIEKU NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VECUMNIEKU NOVADS,LATVIJAS NEPILSONIS,3,616,1,30,650
VECUMNIEKU NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VECUMNIEKU NOVADS,LATVIJAS BEZVALSTNIEKS,0,1,0,0,1
VECUMNIEKU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VECUMNIEKU NOVADS,PAREJIE,8,68,0,0,76
VENTSPILS NOVADS,LATVIJAS PILSONIS,40,12328,4,102,12474
VENTSPILS NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VENTSPILS NOVADS,LATVIJAS NEPILSONIS,3,471,0,28,502
VENTSPILS NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VENTSPILS NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VENTSPILS NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VENTSPILS NOVADS,PAREJIE,5,92,0,2,99
VIESITES NOVADS,LATVIJAS PILSONIS,10,4013,1,28,4052
VIESITES NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VIESITES NOVADS,LATVIJAS NEPILSONIS,0,280,0,4,284
VIESITES NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VIESITES NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VIESITES NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VIESITES NOVADS,PAREJIE,0,9,0,0,9
VILAKAS NOVADS,LATVIJAS PILSONIS,18,5624,1,28,5671
VILAKAS NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VILAKAS NOVADS,LATVIJAS NEPILSONIS,2,269,0,13,284
VILAKAS NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VILAKAS NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VILAKAS NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VILAKAS NOVADS,PAREJIE,0,30,0,0,30
VILANU NOVADS,LATVIJAS PILSONIS,6,6433,0,40,6479
VILANU NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
VILANU NOVADS,LATVIJAS NEPILSONIS,0,230,0,9,239
VILANU NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
VILANU NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
VILANU NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
VILANU NOVADS,PAREJIE,0,37,0,0,37
ZILUPES NOVADS,LATVIJAS PILSONIS,34,3044,0,17,3095
ZILUPES NOVADS,LATVIJAS PAGAIDU AIZSARDZIBA,0,0,0,0,0
ZILUPES NOVADS,LATVIJAS NEPILSONIS,0,326,0,13,339
ZILUPES NOVADS,LATVIJAS BEGLIS,0,0,0,0,0
ZILUPES NOVADS,LATVIJAS BEZVALSTNIEKS,0,0,0,0,0
ZILUPES NOVADS,LATVIJAS ALTERNATIVAIS,0,0,0,0,0
ZILUPES NOVADS,PAREJIE,1,53,0,0,54
